,word_count
This Time (Learning To Trust Album Version)_David Meece_1989,164
This Time I Know_Theodis Ealey_1993,307
This Very Moment_Set Your Goals_2006,238
This White Circle_Kitty Wells_2000,84
This Will Be Laughing Week_Ultimate Fakebook_1999,141
Thorns of Charon (Pt 2) - Emerge from Hades_Astarte_1998,108
Those Less Fortunate Than I_Darryl Worley_2000,204
Threadbare Gypsy Soul_Pat Green_2001,238
Three Hearts In A Tangle_Roy Drusky_1961,66
Three Little Words_The Refreshments_1995,133
Three Nil (live) (Album Version)_Slipknot_2005,302
Three Wheel Cadillac_Foghat_1983,241
Thrill Me (Atfc's Jackhammer Re-Rub)_Junior Jack_2002,8
Thrill Me_Simply Red_1991,142
Thriller_Fall Out Boy_2007,244
Thrones And Dominions (Album)_Earth_2005,1
Through The Wire_Kanye West_2003,605
Through With You_Maroon 5_2002,251
Thug Queen_X-Raided_2009,566
Tic_Helmet_1994,98
Tides Of Time_Donna The Buffalo_1999,108
Tiempos Dificiles_Juan Carlos Baglietto_1982,141
Till The End Of The Day (Alternate Mix)_Big Star_2009,117
Till There Was You (John Creamer & Stephane K Remix)_Rachael Starr_2005,125
Till We Ain't Strangers Anymore_Bon Jovi_2008,181
Time  Confusion_Arthur Brown_1968,52
Time Is On My Side_The Rolling Stones_1964,196
Time Will Crawl (Extended Dance Mix)_David Bowie_1990,299
Time Will Tell_Ice_1976,179
Time Will Tell_MxPx_2001,62
Times Up_DJ Spinn_0,2
Tin Pan Alley (aka Roughest Place In Town)_Stevie Ray Vaughan And Double Trouble_2005,161
Tired_Moonspell_1999,122
Tis Monaxias Ta Monopatia_Peggy Zina_0,0
Titanium (2009 Digital Remaster)_Kraftwerk_2009,11
TLFM (Toutes Les Femmes En Moi)_Lara Fabian_2009,208
To Bob Ross With Love (Album Version)_Gym Class Heroes_2005,386
To Go Home_Daniel Johnston_1982,183
To My_ Niechciani_Molesta Ewenement_2000,0
To the Lions_Converge_2006,109
To The Stars_Claire Hamill_2007,160
To Your Arms of Love_Jah Cure_2007,179
Tobacco Spit_Bare Jr_1998,80
Tocame_Gisselle_2008,294
Todo A Mi Favor_Juan Carlos Baglietto_1999,202
Todo A PulmÃ³n_Alejandro Lerner_1998,101
Todo Lo Que Soy_Carlos Ponce_1999,140
Todos mentimos_Diego Verdaguer_0,111
Together Alone_George Jones_1981,101
Tom Dooley_Kingston Trio_2003,244
Tomame O Dejame_Nicho Hinojosa_2001,101
Tomorrow Never Knows_Dwight Twilley_2009,83
Tomorrows Girls (Live)_UK Subs_1999,180
Tomorrow_Jay and The Americans_1990,96
Tongue_Butthole Surfers_1993,63
Tonight Will Be Alright_Lionel Richie_1986,140
Tonight Will Last Forever (Album Version)_Mest_2005,91
Tony Yayo Explosion_G Unit feat 50 Cent_2002,438
Too Big_Suzi Quatro_1974,219
Too Cool for Love_Webb Wilder_2009,245
Too Late (Orange Factory Extended Mix)_Tina Ann_2003,306
Too Many Choices_Bad Azz_2001,497
Too Much Fun_Commander Cody And His Lost Planet Airmen_1974,187
Too much informa_Sizzla_2005,375
Too Much Saturn_Francis Dunnery_1995,304
Too Much Stuff_Dave Brockie Experience_2001,223
Too Shy To Scream_AFI_2009,164
Touch Me_Cass Fox_2006,143
Touch My Body_Mariah Carey_2008,442
Touch The Sky_Kanye West  Lupe Fiasco_2010,537
Touch You_Sandy Posey_1966,91
Tough Guy_Open Hand_2004,133
Towards Eternity_Old Man's Child_1998,102
Towin' The Line_fIREHOSE_1991,61
Tracy_Goldfish_2004,114
Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P Diddy & Jagged Edge)_Fabolous_2003,686
Trading Places_Usher_2008,436
Traffic_Truckfighters_2007,101
Tragedy in Blue_DJ Harry_2004,16
Train Buffer_Aesop Rock_2002,523
Train Tracks_Izzy Stradlin And The Ju Ju Hounds_1992,159
Train_ Train (LP Version)_Blackfoot_1982,89
Transamazonia (Deep Dish No Doze Mix)_Shamen_1995,190
Transmission (Album Version)_Static-X_2003,1
Trapped In Reality_Headhunter_1990,167
Trash (live Paris)_New York Dolls_1999,196
Travel Song (Reprise)_Dora The Explorer_2008,43
Traveller_Talvin Singh_1998,58
Treat Me Right (Jon Cutler Album Version)_Kim English_2002,268
Trebraruna_Moonspell_2008,70
Triesteitaliana_Novembre_2007,98
Tripping Billies_DAVE MATTHEWS BAND_1993,186
Trouble (Studio)_Buckwheat Zydeco_1999,150
Trouble In The City_JJ Cale_1983,161
Trouble_Bruce Robison_1999,136
Trows Kind_Elvenking_2006,183
True Fuschnick_FU-Schnickens_1992,591
True Nature_Jane's Addiction_2003,114
TRUE_Jim Reeves_2000,89
Try And Stop Me_The Creation_1967,108
Try Love_Sugar Minott_1977,125
Trying To Get To Heaven_Bob Dylan_1997,228
Try_Tree_1976,118
Tu Cicatriz En Mi_Gustavo Cerati_2003,52
Tu Mejor Amigo_David Summers_2001,125
Tu Quieres Volver_Gipsy Kings_1987,43
Tu Robaste Mi Corazon_Selena_1993,169
Tudo E Ilusao (1997 Digital Remaster)_Clara Nunes_2000,71
Tuesday Afternoon_The Moody Blues_1968,102
Tule lÃ¤hemmÃ¤s Beibi_Kaija Koo_1993,148
Tumble Down_Burning Spear_1991,156
Turbocharger_Chaotica_1999,76
Turn It Around_Tony Matterhorn_2018,495
Turn It Into Something Special (Svengali's remix fÃ¼r Elisa)_Sasha_2001,250
Turn It Out_Larry Graham and Graham Central Station_1978,96
Turn It Over (Album Version)_Leslie Mendelson_2009,121
Turn The Heat Up_Bobaflex_2005,145
Turn This Thing Around_El Presidente_2005,161
Turning Away_Mary Black_1999,126
Tus Viejas Cartas_Nicho Hinojosa_2001,100
TV Eye (Take 3)_The Stooges_1999,100
Twelve Ounce (Album Version)_Home Town Hero_2002,96
Twerk (feat Yo Majesty)_Basement Jaxx_2009,15
Twilight_Vangelis_1990,53
Twist and Shout_The Shangri-Las_1964,235
Twist Y Gritos (Twist & Shout)_Los Fabulosos Cadillacs_1988,172
Two Hearts One Love_Shania Twain_1999,111
Two Hearts_Phil Collins_1988,185
Two Little Fishes_ Five Loaves Of Bread_Sister Rosetta Tharpe_1945,166
Two Note Swivel (Unfinished Outtake)_Talking Heads_2005,70
Two Tickets To Paradise_Eddie Money_1977,149
Two Wars_This Or The Apocalypse_2008,118
Two-Sided Politics_Suicidal Tendencies_1987,133
U Complete Me (Blues Version - Bonus Track)_Ana Popovic_2007,114
U Don't Hear Me Tho' (Street Mix)_Rodney O and Joe Cooley_1993,471
U Killed It_Lily Allen_2006,307
U North_James Newton Howard_2007,1
U Not Like Me_50 Cent_2002,627
Ukkosenjumalan poika_Moonsorrow_2001,65
Ulan Bator Girls_Leningrad Cowboys_1996,64
Ulcer Breakout_Butthole Surfers_1996,118
Ultra-Funk_Los Amigos Invisibles_1998,94
Umbrella_All Time Low_2008,320
Um_ Um_ Um_ Um_ Um_ Um (Curious Mind)_Major Lance_1965,89
Un Amor En El Olvido_Marisela_1996,148
Un Cachito De Ti_Sergio Dalma_1995,72
Un Espacio Para Andar (2002 Digital Remaster)_Aleks Syntek_1994,79
Un nuevo amor (version salsa)_Tranzas_2000,260
Un Pensamiento_Seguridad Social_1991,138
Una na na_OV7_2001,99
Unbreakable_Ms Dynamite_2005,210
Unchain Us_Don Campbell_2014,298
Und die Zeit vergeht_Geier Sturzflug_2009,224
Under Attack_Ice_1994,375
Under The Weather_KT Tunstall_2004,169
Underarms_Grandmaster Flash_1987,361
Underlying Lies_Scott Matthews_2009,182
Undertow_Agnostic Front_1992,88
Undertow_Jackson United_2008,249
Unemployed Black Astronaut_Busdriver_2005,593
Unforgettable Season_Cut Copy_2008,84
Uniform (Scripka Mix)_Inspiral Carpets_1994,162
United Blood (Album Version)_Agnostic Front_1983,42
Unlearn_Crematorium_1998,185
Unleashed_Warren Barfield_2006,128
Unlove Me_Julie Roberts_2004,157
Unsafe SextetGilded Hearts of Booklovers_Busdriver_2009,578
Unsaveable (Album Version)_Faith Hill_2002,204
Until I Believe In My Soul_Dexys Midnight Runners_1982,220
Until You Love Someone_Dean Martin_2005,81
Untitled_Dino_2002,72
Unwanted_Avril Lavigne_2001,191
Up All Night (Acoustic Live Album Version)_Unwritten Law_2003,215
Up Among The Heather_The Irish Rovers_2000,134
Up North Trip_Mobb Deep_1995,624
Up On That Cloud_Blue Rodeo_2005,92
Upon This Rock (Fire And Ice Version)_STEVE CAMP_1995,346
Uptown_Camp Lo_2009,432
Use Of A Weapon (Album Version)_Between The Buried And Me_2002,179
Vacation Rain (Album)_Sister Hazel_2010,198
Valentin Alsina_2 Minutos_1994,81
Valerie (LP Version)_Bad Company_1986,189
Valerie_Amy Winehouse_2007,231
Valokeilojen vampyyri_Indica_2009,170
Vegetable (Live)_Radiohead_1993,119
Velvet_Fergie_2016,237
Vem Pr'a Roda_Tania Maria_2000,66
Vem_ Vem_Quinteto Violado_1997,112
Ven ConmigoPerdoname (Live)_Selena_1991,157
Venice Queen (Album Version)_Red Hot Chili Peppers_2002,242
Verano traidor_Vilma Palma e Vampiros_1993,184
Verde Bosque_Luis Alberto Spinetta_1994,88
Veronica Sawyer (Album)_Reel Big Fish_2012,268
Vertigo_U2_2004,223
Victim Of Circumstance_Ten Years After_1989,183
Victims of the occupation_Anne Dudley_2006,1
Vienna_The Fray_2002,125
Vietnamese Baby_The New York Dolls_1973,200
Viimeinen lento_Kaija Koo_1993,121
Viimeiset hitaat_Kaija Koo_1995,84
Ville Eyolf_Black Debbath_2006,139
Violence in Fluid Triceratops_Arsonists Get All The Girls_2009,127
Violence_Juelz Santana  Bezel_2005,451
Virtuous Woman_Warrior King_2002,234
Visions (2020)_FU-Schnickens_1994,510
Visions Of Death_089 Clique feat Prophet_0,318
Visions_The Mystic Moods Orchestra_1972,416
Visitor_Donna The Buffalo_1996,167
Vitrier_Olivia Ruiz_2005,193
Vogue [Live]_Madonna_2006,516
Voices Inside My Head_The Police_1980,52
Voices_James Newton Howard_1997,762
VolcÃ¡n_KALIMBA_2009,194
Vollmond_In Extremo_2000,97
Volvere_OV7_2000,78
Voodoo Chile Blues_Jimi Hendrix_1994,61
Voodoo Doll_Fergie_2006,270
Vos No Confiaste_2 Minutos_1994,58
Vos Sabes_Los Fabulosos Cadillacs_1999,226
Vous Qui Passez Sans Me Voir_Line Renaud_1956,181
Voyage to eternal Life_Astarte_1998,123
V_Zeromancer_2010,186
Wailin'_OutKast_1996,289
Wailing Sounds_Jimmy Page_2004,275
Wait And Bleed [Demo]_Slipknot_1997,283
Wait On The Lord  (LP Version)_Shirley Caesar_1996,180
Wait Til You See My Smile_Alicia Keys_2009,147
Waitin' For The Wind_Spooky Tooth_1969,80
Waiting For You (I Forgive You Before I Go)_Mississippi John Hurt_1972,96
Waiting_Porcupine Tree_1997,56
Wake Me Up When September Ends (Live at Foxboro_ MA 9305)_Green Day_2005,148
Wake The Sleeper_Uriah Heep_2008,6
Wake Up Call (Album Version)_The Prodigy_2004,169
Wake Up Wake Up (Wake Up Wake Up Album Version)_Everyday Sunday_2007,152
Walk Away_Christina Aguilera_2002,458
Walk Away_Tantric_2009,285
Walk On The Wild Side_Jesse Malin_2008,219
Walkin' Away_Hanoi Rocks_2007,128
Walkin' In_Tracy Byrd_1985,145
Walking Dub_Sugar Minott_2000,308
Walking The Back Streets And Crying_Little Milton_2007,216
Walking The Cow (Hi How Are You)_Daniel Johnston_2007,97
Walking Through the Ghetto_Sugar Minott_1979,133
Walking To Jerusalem_Tracy Byrd_1996,181
Walls And Cannonballs (Album)_Sister Hazel_2010,188
Walpurgisnacht_KIZ_2007,555
Wanderlust_Baroness_2007,45
Wanna Be A Player_Heavy D  McGruff_1997,300
Wanna Be A Star_Kool Keith_1996,523
Wanted Dead Or Alive_LA Guns_2014,164
Warfare_Joell Ortiz_2010,505
Warm Embrace (LP Version)_Twista and The Speedknot Mobstaz_1998,810
Warning_Incubus_2001,163
Warrior's Quest_Ensiferum_1999,120
Warten_Andreas Dorau_1992,292
Warum rappst du_Kool Savas_2000,464
War_System of a Down_1996,221
War_Trick Trick  Obie Trice_2005,569
Was wollen wir noch mehr_Die Fantastischen Vier_2010,345
Washboard Swing_Washboard Sam_2014,138
Washed Away_Tom Cochrane_1992,286
Watcha Gon Do  (Explicit LP Version)_Terror Squad featuring Big Pun_0,311
Watched By An Angel_Bob Carlisle_2000,211
Watching You_Ayo_2006,163
Water Is Alright In Tay_The Clancy Brothers_1993,204
Watermelon Man_Mongo Santamaria_1963,16
Wave_Gal Costa_1999,99
Wave_Patti Smith Group_1979,177
Way Beyond_32 Leaves_2009,194
Way Way Back_Kool Moe Dee_1987,478
We Are One_Kelly Sweet_2007,153
We Are The Ones (Lounge Version)_Zombie Girl_2007,233
We Blame Love_Heaven 17_1996,276
We Can Do It_Steel Pulse_1991,162
We Do It For the Money_ OBVIOUSLY (Demo)_Set Your Goals_2008,70
We Got What You Want_Busta Rhymes_2001,377
We Got You (Featuring Jaguar)_The Roots  Jaguar_1999,46
We Gotta Talk_Jennifer Lopez_2001,344
We Have All The Time In The World (Live)_Fun Lovin' Criminals_2011,66
We Have All The Time In The World_Fun Lovin' Criminals_1996,66
We Made It [Instrumental]_Busta Rhymes feat Linkin Park_2006,432
We March To The Beat Of Indifferent Drum_NOFX_2006,110
We Put It Down For Y'all (Explicit LP Version)_Busta Rhymes_2000,475
We Ride_Rihanna_2006,491
We Three Kings_The Roches_1990,106
We Who Finish Last_Shai Hulud_2008,226
We Will Glorify (Key-B-Db-Premiere Performance Plus)_Twila Paris_1990,64
We Will Rock You_Nickelback_2005,119
We Will Stand_Russ Taff_1998,136
We're Almost There_Michael Jackson_1975,284
We're Always Losing Blood_Evergreen Terrace_2009,185
We're Back_DMX  Eve  Jadakiss_2003,642
We're Gonna Go Fishin'_Hank Locklin_1978,128
Weekend_Dictators_1980,135
Weight Of The World (Album Version)_Dropline_2002,176
Weightless (Demo)_Wet Wet Wet_2008,125
Welcome 2 Detroit_Trick Trick  Eminem_2005,686
Welcome To My World (Live)_Tammy Wynette_1997,74
Welcome_Phil Collins_2003,245
Wendy_Jesse Malin_2002,169
Wet The Club_Onyx_2002,669
What Are We Here For_Gary Moore_1997,157
What Country Is_Luke Bryan_2009,237
What Do I Know_Unkle Bob_2006,130
What Drives The Weak_Shadows Fall_2004,120
What Evil Lurks_The Prodigy_1991,144
What Goes AroundComes Around_Justin Timberlake_2007,762
What I Like (Womens)_CC Adcock_1994,266
What I've Got In Mind_Billie Jo Spears_1976,142
What Is A Woman For (BBC In Concert)_The Edgar Broughton Band_1971,128
What Is Light Where Is Laughter (Acoustic Version)_Twin Atlantic_2008,155
What It Ain't_Josh Turner_2003,217
What It Do_JR Writer_ Jha Jha_2005,439
What It Takes_Aerosmith_1988,302
What Should Be Done_Uriah Heep_1971,159
What To Do_Alias_1990,114
What Would You Do_City High_2001,463
What You Made Me (Ugli)_Ghost Machine_2005,168
What You Waiting For_Gwen Stefani_2004,342
What You Want_LL Cool J  Freeway_2006,440
What'Cha Gonna Do About It_Small Faces_1965,147
What'll I Do For Satisfaction (LP Version)_Johnny Daye_1991,144
What's He Doin' In My World_Eddy Arnold_1967,84
What's In You_Tom Cochrane_1974,101
What's Wrong_Dead To Me_2008,99
What's Wrong_Lost Boyz_1997,403
What's Your Damage_Test Icicles_2005,170
Whatever It Took_X-Raided_1999,566
Whatever Lies Will Help You Rest_The Ataris_2006,175
Whatever's Cool With Me (LP Version)_Dinosaur Jr_1991,229
When A Man Is Wrong (Album Version)_Seal_1998,158
When A Man Loves A Woman_Alexander O'Neal_2008,348
When Disaster Strikes (Explicit LP Version)_Busta Rhymes_1997,460
When He Was On The Cross [I Was On His Mind]_The Florida Boys_1984,95
When Horsepower Meant What It Said_Sandi Thom_2006,137
WHEN I AM YOU_Panzer AG_2006,55
When I Get Home_The Fabulous Thunderbirds_1991,243
When I Grow Up_Fever Ray_2009,137
When I Think Of You_Janet Jackson_1986,145
When I Was Drinking_Hem_2000,105
When Jesus Comes Calling For Me_Dolly Parton_1998,192
When Morning Comes To Town_The Field Mice_1989,117
When Rules Change_Life In Your Way_2005,96
When She Dances_Joe Bonamassa_2004,130
When the Broken Hearted Love Again_Danielle Bollinger_2006,152
When The World Is Running Down_ You Make The Best Of What's Still Around_The Police_1981,157
When Tomorrow Hits (Album)_Mudhoney_1989,83
When Will They Shoot (Explicit)_Ice Cube_2006,627
When You See Me_Bad Azz_2001,607
When You Were Young_The Killers_2006,192
When You're Hot_ You're Hot_Jerry Reed_1976,305
When_Wilshire_2003,171
Where Do I Fit_Tonic_2010,65
Where Do The Children Play (LP Version)_Big Mountain_1996,143
Where Do We Go Now But Nowhere_Nick Cave and The Bad Seeds_2006,276
Where Is My Mind (XFM Live Version)_Placebo_2003,94
Where Ya Heart At_Mobb Deep_1999,552
Where You Belong_The Summer Obsession_2006,78
Where You Think You're Goin'_Darryl Worley_2002,196
Where Youth And Laughter Go_Broadcast_2000,37
Whirlpool [Live]_Seal_1991,173
Whiskey on the Fire_Aaron Watson_2008,118
White Christmas_The Statler Brothers_1994,121
White Feather_Wolfmother_2009,143
White Jetta_Casiotone For The Painfully Alone_2009,126
White Light_Gorillaz_2005,75
Whitfield_Atomship_2004,204
Who Are You_3 Doors Down_2008,165
Who Cares_Don Gibson_1987,74
Who Did You Think I Was_John Mayer_2005,152
Who In the World (Album Version)_Babbie Mason_1991,173
Who Shot Ya (Amended Album Version)_The Notorious BIG_2007,0
Who Was I Kidding_Martha Wainwright_2005,145
Who's 2 Blame_Mix Mob_0,293
Who's Tha Hoe_X-Raided_1992,451
Whosoever Will (LP Version)_Marvin Sapp_2002,136
Why Baby Why_Hank Locklin_1966,180
Why Can't This Be Love (Remastered Version)_Van Halen_1993,152
Why Do All Girls Think They're Fat (Album)_Reel Big Fish_2007,152
Why Do I_FFH_2000,106
Why Don't You Spend The Night_Ronnie Milsap_1980,177
Why featuring TECH N9NE & Twista_Prozak_2008,527
Why Get Up_The Fabulous Thunderbirds_1986,243
Why U Mad At Me (Explicit Screwed Version)_TI_2004,489
Why We Thugs (edited version)_Ice Cube_2006,534
Why Wouldn't I (featuring Fabolous & Paul Cain)_DJ Envy_2003,621
Why You Wanna Get Funky_Del The Funky Homosapien_1998,536
Why_Kisha_1998,144
Wichita Cathedral [live]_Butthole Surfers_1983,109
Wicked Little Town (Album Version)_Ben Jelen_2004,169
Wicker Chair_Kings Of Leon_2003,103
Widow's Walk_Enter the Haggis_1999,171
Width Of The World_Tin Hat Trio_2000,80
Wiggle (Soul and R&B)_Willie Clayton_2008,239
Wig_The B-52's_1986,123
Wildcat Days (1999 Digital Remaster)_Bryan Ferry_1994,68
Wildfire (Album Version)_POD_2003,187
Wildflowers (Album Version)_Tom Petty_1994,117
Wildflower_Bon Jovi_2005,154
Will Not Fade  (Hit Parade Album Version (new Song))_Audio Adrenaline_2001,178
Will You Be There (Live Version)_Cindy Morgan_1996,56
Will You Love Me Tomorrow_The Shirelles_1960,99
Willow Weep For Me (With Willie Nelson)_Tin Hat Trio_2002,151
Wind Beneath My Wings_RyanDan_2007,144
Wind In The Wire (Album Version)_Randy Travis_1993,137
Windpower (2009 Digital Remaster)_Thomas Dolby_1982,110
Windpower_Thomas Dolby_1982,110
Wings Off Flies (2009 Digital Remaster)_Nick Cave and The Bad Seeds_1988,227
Wings_4Him_1994,160
Wing_Patti Smith_1996,102
Wish (Album Version)_Beautiful Creatures_2001,270
Wishlist_Pearl Jam_1998,125
Wish_Brian Littrell_2006,226
Witch Weed (Live)_Bongzilla_1999,139
With a Little Dub From My Friends (feat Luciano and U Roy)_Easy Star All-Stars_2009,194
With A Little Help From My Friends_Santana_1997,179
With Strength I Burn_Emperor_1999,258
Within (Album Version)_A Perfect Murder_2007,38
Within My Blood_Skeletonwitch_2004,70
Wives ( LP Version )_Bill Cosby_1967,741
WKYA (drop)_Redman_2001,259
Woman Shy_Jerry Reed_1967,225
Woman_Free_1969,118
Women_The Plimsouls_1981,104
Won Threw Ate_Story Of The Year_2010,168
Won't Be Long_Rakim feat Tracey Horton_2009,488
Wonderful Peace_Dino_1996,166
Woo Hoo_Kings Of Leon_2007,260
Words With Fat Joe_Fat Joe_1995,391
Working On The Highway_Bruce Springsteen_1984,306
World Comes Tumblin' Down_The Distillers_2000,91
World Destruction (2005 Digital Remaster)_Time Zone_1993,277
World Of Vibrations (Album Version)_Blackalicious_2005,476
World On Wheels_Dilated Peoples_2004,311
Worshipper's Medley_Darwin Hobbs_2005,101
Would_Alice In Chains_1992,122
Wounded Hearts_Sandi Thom_2008,199
Wow_Snow Patrol_2003,165
Wrapped Around Your Finger_The Police_1983,123
Writes Of Winter_Jimmy Page_1988,1
Writing Paper Blues_Blind Willie McTell_1927,133
Wrong End Of The Rainbow_Ronnie Milsap_1982,107
X-Static_Foo Fighters_1995,118
Xtra Thump (Featuring Tash from Tha Alkaholiks)_Defari_2003,407
Y'all Can't Never Hurt Us (Clean Version)_Philly's Most Wanted_2001,397
Ya Mama (Palm Springs Demo)_POD_2005,181
Ye That Tempteth_ Ye That Bequeth_Enslavement Of Beauty_2001,124
Year 3_000 Blues (2002 Digital Remaster)_Ten Years After_1970,95
Yell Out_Pennywise_2005,113
Yellow Brick Road_Jack Off Jill_1994,133
Yellow Brown_Jesus Jones_1993,90
Yesterdays_Ray Conniff_1959,144
Yhteinen koti_Irwin Goodman_2001,121
Yippiyo-Ay_The Presets_2008,317
Yo Quiero Contigo_Baby Rasta and Gringo_2004,272
YOU (Album Version)_Lonestar_2010,196
You (Demo)_Radiohead_2009,70
You (featuring Tank) (Amended Album Version)_Plies featuring Tank_2007,668
You And Only You_FFH_1998,109
You And Your Heart_Jack Johnson_2010,194
You Appearing_M83_2008,68
You Are Everything_Regina Belle_1995,128
You Are God (Broken Album Version)_Darwin Hobbs_2003,202
You Are Holy_4Him_1995,119
You are the summer_Gloria_1999,272
You Are_Pearl Jam_2002,89
You Better Stop_Curtis Mayfield_1979,182
You Can Do Better Than Me (Album Version)_Death Cab for Cutie_2008,88
You Can Still Be Free_Savage Garden_1999,144
You Can't Hurry Love  (LP Version)_Phil Collins_1990,268
You Can't Hurry Love (Live)_Phil Collins_1990,268
You Devil You_themselves_2002,107
You Don't Belong_Bad Religion_2002,176
You Don't Get Much_BoDeans_1989,176
You Don't Know Me_Charlie Rich_1997,168
You Eclipsed By Me (Album Version)_Atreyu_2004,268
You Found Me_MxPx_1995,149
You Found Me_The Fray_2008,236
You Got Me (The Juan Maclean Dub)_VHS Or Beta_2006,180
You Gotta Be Movin'_Corona_1995,38
You Gotta Be Safe_Twenty 4 Seven_1994,250
You Gotta Go_Fountains Of Wayne_2007,146
You Gotta Move_Mississippi Fred McDowell_1999,92
You Know What They Do To Guys Like Us In Prison (Album Version)_My Chemical Romance_2004,0
You Left Me_The Maine_2008,151
You Make Me Feel Good _JK_2003,123
You Move Me_Rick Astley_1987,176
You Never Cry Like A Lover (LP Version)_Eagles_1974,170
You Never Wash Up After Yourself (Live)_Radiohead_2004,42
You Saved My Life_Kieran_2019,479
You Say Keep It Gangsta_Wyclef Jean featuring Butch Cassidy and Sharissa_2002,464
You Tell Me_Johnny Cash_1959,110
You Turn Me_Vickie Winans_2008,93
You Were Only Fooling_Connie Francis_1993,97
You Were The One (Wide Wide World Album Version)_Erin O'Donnell_2008,272
You'll Need Somebody On Your Bond_Blind Willie Johnson_1991,206
You'll Never Know_Mindy McCready_1997,196
You're A Big Boy Now (Album Version)_John Sebastian_2001,149
You're Looking Good_Dee Clark_2000,102
You're My First Lady_TG Sheppard_1992,200
You're My Love_Michael Stanley Band_1981,314
You're My World_Emilia_2009,214
You're Not Alone_Olive_1996,226
You've Got A Friend_Kathy Troccoli_2005,225
You've Never Been Right - (Live In Boston_ MA 2008)_Melvins_2009,42
Young Blood (2007 Digital Remaster)_Whitesnake_1983,236
Young Riders_Hot Boys_2003,586
Your Amazing Grace (feat Raul MidÃ³n)_Marcus Miller_2001,36
Your Head_Helmet_1995,53
YOUR LOVE_Freddie McGregor_2016,538
Your Love_Glen Washington_2002,241
Your One And Only (LP Version)_Brenda Lee_1960,110
Your Prophetic Throne Of Ivory_Disembowelment_1993,110
Your Recipe_Aswad_1983,135
Your Revolution Is A Joke_Funeral For A Friend_2003,91
Your Silence_The Suicide Machines_2003,184
Your Smile (LP Version)_James Darren_2010,130
Your Touch Versus Death_Every Time I Die_2000,83
You_Wonderland_2001,158
Zanzibar_Lizzy Borden_2000,125
Zap Zap_Dynamite Deluxe_2000,221
Zapando Con La Gente_Sui Generis_1975,67
Zavelow House (Album Version)_Owsley_1999,112
Zephyrus_Bloc Party_2008,171
Zig-Zag Walk_Foghat_1983,205
Zindegi_Chantal Chamandy_2005,222
Zolte Slonie_Kasia Stankiewicz_2006,0
Zornig_Dynamite Deluxe_2000,427
